#Code  ; Glyph                               ; Prio # Source
0x1E82 ; Wacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER W WITH ACUTE
0x1E83 ; wacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER W WITH ACUTE
0x1E84 ; Wdieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER W WITH DIAERESIS
0x1E85 ; wdieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER W WITH DIAERESIS
0x1E86 ; Wdotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER W WITH DOT ABOVE
0x1E87 ; wdotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER W WITH DOT ABOVE
0x1E88 ; Wdotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER W WITH DOT BELOW
0x1E89 ; wdotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER W WITH DOT BELOW
0x1E8A ; Xdotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER X WITH DOT ABOVE
0x1E8B ; xdotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER X WITH DOT ABOVE
0x1E8C ; Xdieresis                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER X WITH DIAERESIS
0x1E8D ; xdieresis                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER X WITH DIAERESIS
0x1E8E ; Ydotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Y WITH DOT ABOVE
0x1E8F ; ydotaccent                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Y WITH DOT ABOVE
0x1E90 ; Zcircumflex                         ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Z WITH CIRCUMFLEX
0x1E91 ; zcircumflex                         ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Z WITH CIRCUMFLEX
0x1E92 ; Zdotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Z WITH DOT BELOW
0x1E93 ; zdotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Z WITH DOT BELOW
0x1E94 ; Zlinebelow                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Z WITH LINE BELOW
0x1E95 ; zlinebelow                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Z WITH LINE BELOW
0x1E96 ; hlinebelow                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER H WITH LINE BELOW
0x1E97 ; tdieresis                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER T WITH DIAERESIS
0x1E98 ; wring                               ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER W WITH RING ABOVE
0x1E99 ; yring                               ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Y WITH RING ABOVE
0x1E9A ; arighthalfring                      ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH RIGHT HALF RING
0x1E9B ; slongdotaccent                      ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER LONG S WITH DOT ABOVE
0x1EA0 ; Adotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH DOT BELOW
0x1EA1 ; adotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH DOT BELOW
0x1EA2 ; Ahookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH HOOK ABOVE
0x1EA3 ; ahookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH HOOK ABOVE
0x1EA4 ; Acircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE
0x1EA5 ; acircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE
0x1EA6 ; Acircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE
0x1EA7 ; acircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE
0x1EA8 ; Acircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
0x1EA9 ; acircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
0x1EAA ; Acircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
0x1EAB ; acircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
0x1EAC ; Acircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW
0x1EAD ; acircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW
0x1EAE ; Abreveacute                         ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH BREVE AND ACUTE
0x1EAF ; abreveacute                         ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH BREVE AND ACUTE
0x1EB0 ; Abrevegrave                         ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH BREVE AND GRAVE
0x1EB1 ; abrevegrave                         ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH BREVE AND GRAVE
0x1EB2 ; Abrevehookabove                     ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE
0x1EB3 ; abrevehookabove                     ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE
0x1EB4 ; Abrevetilde                         ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH BREVE AND TILDE
0x1EB5 ; abrevetilde                         ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH BREVE AND TILDE
0x1EB6 ; Abrevedotbelow                      ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
0x1EB7 ; abrevedotbelow                      ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
0x1EB8 ; Edotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH DOT BELOW
0x1EB9 ; edotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH DOT BELOW
0x1EBA ; Ehookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH HOOK ABOVE
0x1EBB ; ehookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH HOOK ABOVE
0x1EBC ; Etilde                              ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH TILDE
0x1EBD ; etilde                              ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH TILDE
0x1EBE ; Ecircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE
0x1EBF ; ecircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
0x1EC0 ; Ecircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
0x1EC1 ; ecircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
0x1EC2 ; Ecircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
0x1EC3 ; ecircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
0x1EC4 ; Ecircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
0x1EC5 ; ecircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
0x1EC6 ; Ecircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
0x1EC7 ; ecircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
0x1EC8 ; Ihookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER I WITH HOOK ABOVE
0x1EC9 ; ihookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER I WITH HOOK ABOVE
0x1ECA ; Idotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER I WITH DOT BELOW
0x1ECB ; idotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER I WITH DOT BELOW
0x1ECC ; Odotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH DOT BELOW
0x1ECD ; odotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH DOT BELOW
0x1ECE ; Ohookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HOOK ABOVE
0x1ECF ; ohookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HOOK ABOVE
0x1ED0 ; Ocircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE
0x1ED1 ; ocircumflexacute                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
0x1ED2 ; Ocircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE
0x1ED3 ; ocircumflexgrave                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
0x1ED4 ; Ocircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
0x1ED5 ; ocircumflexhookabove                ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
0x1ED6 ; Ocircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
0x1ED7 ; ocircumflextilde                    ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
0x1ED8 ; Ocircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
0x1ED9 ; ocircumflexdotbelow                 ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
0x1EDA ; Ohornacute                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HORN AND ACUTE
0x1EDB ; ohornacute                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HORN AND ACUTE
0x1EDC ; Ohorngrave                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HORN AND GRAVE
0x1EDD ; ohorngrave                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HORN AND GRAVE
0x1EDE ; Ohornhookabove                      ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE
0x1EDF ; ohornhookabove                      ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
0x1EE0 ; Ohorntilde                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HORN AND TILDE
0x1EE1 ; ohorntilde                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HORN AND TILDE
0x1EE2 ; Ohorndotbelow                       ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW
0x1EE3 ; ohorndotbelow                       ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER O WITH HORN AND DOT BELOW
0x1EE4 ; Udotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH DOT BELOW
0x1EE5 ; udotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH DOT BELOW
0x1EE6 ; Uhookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HOOK ABOVE
0x1EE7 ; uhookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HOOK ABOVE
0x1EE8 ; Uhornacute                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HORN AND ACUTE
0x1EE9 ; uhornacute                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HORN AND ACUTE
0x1EEA ; Uhorngrave                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HORN AND GRAVE
0x1EEB ; uhorngrave                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HORN AND GRAVE
0x1EEC ; Uhornhookabove                      ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
0x1EED ; uhornhookabove                      ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
0x1EEE ; Uhorntilde                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HORN AND TILDE
0x1EEF ; uhorntilde                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HORN AND TILDE
0x1EF0 ; Uhorndotbelow                       ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
0x1EF1 ; uhorndotbelow                       ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER U WITH HORN AND DOT BELOW
0x1EF2 ; Ygrave                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER Y WITH GRAVE
0x1EF3 ; ygrave                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER Y WITH GRAVE
0x1EF4 ; Ydotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Y WITH DOT BELOW
0x1EF5 ; ydotbelow                           ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Y WITH DOT BELOW
0x1EF6 ; Yhookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Y WITH HOOK ABOVE
0x1EF7 ; yhookabove                          ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Y WITH HOOK ABOVE
0x1EF8 ; Ytilde                              ; 0    # Adobe Glyph List (Sept/02) # LATIN CAPITAL LETTER Y WITH TILDE
0x1EF9 ; ytilde                              ; 0    # Adobe Glyph List (Sept/02) # LATIN SMALL LETTER Y WITH TILDE
0x2002 ; enspace                             ; 0    # Adobe Glyph List (Sept/02) # EN SPACE
0x2002 ; ensp                                ; 4    # XHTML Substitute
0x2003 ; emsp                                ; 4    # XHTML Substitute           # EM SPACE
0x2004 ; emsp13                              ; 5    # SGML Substitute            # THREE-PER-EM SPACE
0x2005 ; emsp14                              ; 5    # SGML Substitute            # FOUR-PER-EM SPACE
0x2007 ; numsp                               ; 5    # SGML Substitute            # FIGURE SPACE
0x2008 ; puncsp                              ; 5    # SGML Substitute            # PUNCTUATION SPACE
0x2009 ; thinsp                              ; 4    # XHTML Substitute           # THIN SPACE
0x200A ; hairsp                              ; 5    # SGML Substitute            # HAIR SPACE
0x200B ; zerowidthspace                      ; 0    # Adobe Glyph List (Sept/02) # ZERO WIDTH SPACE
0x200C ; afii61664                           ; 0    # Adobe Glyph List FN (v1.3) # ZERO WIDTH NON-JOINER
0x200C ; zwnj                                ; 4    # XHTML Substitute
0x200C ; zerowidthnonjoiner                  ; 6    # Adobe Glyph List (Sept/02)
0x200D ; afii301                             ; 0    # Adobe Glyph List FN (v1.3) # ZERO WIDTH JOINER
0x200E ; afii299                             ; 0    # Adobe Glyph List FN (v1.3) # LEFT-TO-RIGHT MARK
0x200F ; afii300                             ; 0    # Adobe Glyph List FN (v1.3) # RIGHT-TO-LEFT MARK
0x2010 ; hyphentwo                           ; 0    # Adobe Glyph List (Sept/02) # HYPHEN
0x2010 ; dash                                ; 5    # SGML Substitute
0x2012 ; figuredash                          ; 0    # Adobe Glyph List FN (v1.3) # FIGURE DASH
0x2013 ; endash                              ; 0    # Adobe Glyph List FN (v1.3) # EN DASH
0x2013 ; ndash                               ; 4    # XHTML Substitute
0x2014 ; emdash                              ; 0    # Adobe Glyph List FN (v1.3) # EM DASH
0x2014 ; mdash                               ; 4    # XHTML Substitute
0x2015 ; afii00208                           ; 0    # Adobe Glyph List FN (v1.3) # HORIZONTAL BAR
0x2015 ; horbar                              ; 5    # SGML Substitute
0x2015 ; horizontalbar                       ; 6    # Adobe Glyph List (Sept/02)
0x2016 ; dblverticalbar                      ; 0    # Adobe Glyph List (Sept/02) # DOUBLE VERTICAL LINE
0x2016 ; Verbar                              ; 5    # SGML Substitute
0x2017 ; underscoredbl                       ; 0    # Adobe Glyph List FN (v1.3) # DOUBLE LOW LINE
0x2017 ; dbllowline                          ; 6    # Adobe Glyph List (Sept/02)
0x2018 ; quoteleft                           ; 0    # Adobe Glyph List FN (v1.3) # LEFT SINGLE QUOTATION MARK
0x2018 ; lsquo                               ; 4    # XHTML Substitute
0x2018 ; rsquor                              ; 5    # SGML Substitute
0x2019 ; quoteright                          ; 0    # Adobe Glyph List FN (v1.3) # RIGHT SINGLE QUOTATION MARK
0x2019 ; rsquo                               ; 4    # XHTML Substitute
0x201A ; quotesinglbase                      ; 0    # Adobe Glyph List FN (v1.3) # SINGLE LOW-9 QUOTATION MARK
0x201A ; sbquo                               ; 4    # XHTML Substitute
0x201A ; lsquor                              ; 5    # SGML Substitute
0x201B ; quotereversed                       ; 0    # Adobe Glyph List FN (v1.3) # SINGLE HIGH-REVERSED-9 QUOTATION MARK
0x201B ; quoteleftreversed                   ; 6    # Adobe Glyph List (Sept/02)
0x201C ; quotedblleft                        ; 0    # Adobe Glyph List FN (v1.3) # LEFT DOUBLE QUOTATION MARK
0x201C ; ldquo                               ; 4    # XHTML Substitute
0x201C ; rdquor                              ; 5    # SGML Substitute
0x201D ; quotedblright                       ; 0    # Adobe Glyph List FN (v1.3) # RIGHT DOUBLE QUOTATION MARK
0x201D ; rdquo                               ; 4    # XHTML Substitute
0x201E ; quotedblbase                        ; 0    # Adobe Glyph List FN (v1.3) # DOUBLE LOW-9 QUOTATION MARK
0x201E ; bdquo                               ; 4    # XHTML Substitute
0x201E ; ldquor                              ; 5    # SGML Substitute
0x2020 ; dagger                              ; 0    # Adobe Glyph List FN (v1.3) # DAGGER
0x2021 ; daggerdbl                           ; 0    # Adobe Glyph List FN (v1.3) # DOUBLE DAGGER
0x2021 ; Dagger                              ; 4    # XHTML Substitute
0x2022 ; bullet                              ; 0    # Adobe Glyph List FN (v1.3) # BULLET
0x2022 ; bull                                ; 4    # XHTML Substitute
0x2024 ; onedotenleader                      ; 0    # Adobe Glyph List FN (v1.3) # ONE DOT LEADER
0x2025 ; twodotenleader                      ; 0    # Adobe Glyph List FN (v1.3) # TWO DOT LEADER
0x2025 ; nldr                                ; 5    # SGML Substitute
0x2025 ; twodotleader                        ; 6    # Adobe Glyph List (Sept/02)
0x2026 ; ellipsis                            ; 0    # Adobe Glyph List FN (v1.3) # HORIZONTAL ELLIPSIS
0x2026 ; hellip                              ; 4    # XHTML Substitute
0x2026 ; mldr                                ; 5    # SGML Substitute
0x202C ; afii61573                           ; 0    # Adobe Glyph List FN (v1.3) # POP DIRECTIONAL FORMATTING
0x202D ; afii61574                           ; 0    # Adobe Glyph List FN (v1.3) # LEFT-TO-RIGHT OVERRIDE
0x202E ; afii61575                           ; 0    # Adobe Glyph List FN (v1.3) # RIGHT-TO-LEFT OVERRIDE
0x2030 ; perthousand                         ; 0    # Adobe Glyph List FN (v1.3) # PER MILLE SIGN
0x2030 ; permil                              ; 4    # XHTML Substitute
0x2032 ; minute                              ; 0    # Adobe Glyph List FN (v1.3) # PRIME
0x2032 ; prime                               ; 4    # XHTML Substitute
0x2032 ; vprime                              ; 5    # SGML Substitute
0x2033 ; second                              ; 0    # Adobe Glyph List FN (v1.3) # DOUBLE PRIME
0x2033 ; Prime                               ; 4    # XHTML Substitute
0x2034 ; tprime                              ; 5    # SGML Substitute            # TRIPLE PRIME
0x2035 ; primereversed                       ; 0    # Adobe Glyph List (Sept/02) # REVERSED PRIME
0x2035 ; bprime                              ; 5    # SGML Substitute
0x2039 ; guilsinglleft                       ; 0    # Adobe Glyph List FN (v1.3) # SINGLE LEFT-POINTING ANGLE QUOTATION MARK
0x2039 ; lsaquo                              ; 4    # XHTML Substitute
0x203A ; guilsinglright                      ; 0    # Adobe Glyph List FN (v1.3) # SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
0x203A ; rsaquo                              ; 4    # XHTML Substitute
0x203B ; referencemark                       ; 0    # Adobe Glyph List (Sept/02) # REFERENCE MARK
0x203C ; exclamdbl                           ; 0    # Adobe Glyph List FN (v1.3) # DOUBLE EXCLAMATION MARK
0x203E ; overline                            ; 0    # Adobe Glyph List (Sept/02) # OVERLINE
0x203E ; overline                            ; 1    # WGL4 Substitute
0x203E ; oline                               ; 4    # XHTML Substitute
0x2041 ; caret                               ; 5    # SGML Substitute            # CARET INSERTION POINT
0x2042 ; asterism                            ; 0    # Adobe Glyph List (Sept/02) # ASTERISM
0x2043 ; hybull                              ; 5    # SGML Substitute            # HYPHEN BULLET
0x2044 ; fraction                            ; 0    # Adobe Glyph List FN (v1.3) # FRACTION SLASH
0x2044 ; frasl                               ; 4    # XHTML Substitute
0x2070 ; zerosuperior                        ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT ZERO
0x2074 ; foursuperior                        ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT FOUR
0x2075 ; fivesuperior                        ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT FIVE
0x2076 ; sixsuperior                         ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT SIX
0x2077 ; sevensuperior                       ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT SEVEN
0x2078 ; eightsuperior                       ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT EIGHT
0x2079 ; ninesuperior                        ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT NINE
0x207A ; plussuperior                        ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT PLUS SIGN
0x207C ; equalsuperior                       ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT EQUALS SIGN
0x207D ; parenleftsuperior                   ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT LEFT PARENTHESIS
0x207E ; parenrightsuperior                  ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT RIGHT PARENTHESIS
0x207F ; nsuperior                           ; 0    # Adobe Glyph List (Sept/02) # SUPERSCRIPT LATIN SMALL LETTER N
0x2080 ; zeroinferior                        ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT ZERO
0x2081 ; oneinferior                         ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT ONE
0x2082 ; twoinferior                         ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT TWO
0x2083 ; threeinferior                       ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT THREE
0x2084 ; fourinferior                        ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT FOUR
0x2085 ; fiveinferior                        ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT FIVE
0x2086 ; sixinferior                         ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT SIX
0x2087 ; seveninferior                       ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT SEVEN
0x2088 ; eightinferior                       ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT EIGHT
0x2089 ; nineinferior                        ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT NINE
0x208D ; parenleftinferior                   ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT LEFT PARENTHESIS
0x208E ; parenrightinferior                  ; 0    # Adobe Glyph List (Sept/02) # SUBSCRIPT RIGHT PARENTHESIS
0x20A1 ; colonmonetary                       ; 0    # Adobe Glyph List FN (v1.3) # COLON SIGN
0x20A1 ; colonsign                           ; 6    # Adobe Glyph List (Sept/02)
0x20A2 ; cruzeiro                            ; 0    # Adobe Glyph List (Sept/02) # CRUZEIRO SIGN
0x20A3 ; franc                               ; 0    # Adobe Glyph List FN (v1.3) # FRENCH FRANC SIGN
0x20A4 ; lira                                ; 0    # Adobe Glyph List FN (v1.3) # LIRA SIGN
0x20A4 ; afii08941                           ; 6    # Adobe Glyph List (Sept/02)
0x20A7 ; peseta                              ; 0    # Adobe Glyph List FN (v1.3) # PESETA SIGN
0x20A9 ; won                                 ; 0    # Adobe Glyph List (Sept/02) # WON SIGN
0x20AA ; afii57636                           ; 0    # Adobe Glyph List FN (v1.3) # NEW SHEQEL SIGN
0x20AA ; newsheqelsign                       ; 6    # Adobe Glyph List (Sept/02)
0x20AA ; sheqel                              ; 7    # Adobe Glyph List (Sept/02)
0x20AA ; sheqelhebrew                        ; 8    # Adobe Glyph List (Sept/02)
0x20AB ; dong                                ; 0    # Adobe Glyph List FN (v1.3) # DONG SIGN
0x20AC ; Euro                                ; 0    # Adobe Glyph List FN (v1.3) # EURO SIGN
0x20AC ; euro                                ; 4    # XHTML Substitute
0x20AC ; euro                                ; 6    # Adobe Glyph List (Sept/02)
0x20DB ; tdot                                ; 5    # SGML Substitute            # COMBINING THREE DOTS ABOVE
0x20DC ; DotDot                              ; 5    # SGML Substitute            # COMBINING FOUR DOTS ABOVE
0x2103 ; centigrade                          ; 0    # Adobe Glyph List (Sept/02) # DEGREE CELSIUS
0x2105 ; afii61248                           ; 0    # Adobe Glyph List FN (v1.3) # CARE OF
0x2105 ; incare                              ; 5    # SGML Substitute
0x2105 ; careof                              ; 6    # Adobe Glyph List (Sept/02)
0x2109 ; fahrenheit                          ; 0    # Adobe Glyph List (Sept/02) # DEGREE FAHRENHEIT
0x210B ; hamilt                              ; 5    # SGML Substitute            # SCRIPT CAPITAL H
0x210F ; planck                              ; 5    # SGML Substitute            # PLANCK CONSTANT OVER TWO PI
0x2111 ; Ifraktur                            ; 0    # Adobe Glyph List FN (v1.3) # BLACK-LETTER CAPITAL I
